source_id,source_type,source_date,source_tablet,source_title,source_filename,source_archive_filename,source_archive_path,target_id,target_type,target_date,target_tablet,target_title,target_filename,target_archive_filename,target_archive_path,target_path,status
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,MED-0353,meditation,2026-07-13,V,"07-13 Personal Meditation_ Sabbath Rest, Covenant Love, and the Theology of the Womb","07-13 Personal Meditation_ Sabbath Rest, Covenant Love, and the Theology of the Womb-Public Spoken Word — PLAUD Note Prompt.md","07-13 Personal Meditation_ Sabbath Rest, Covenant Love, and the Theology of the Womb.md",,"Personal Space/memo/PLAUD Meditations/July/07-13 Personal Meditation_ Sabbath Rest, Covenant Love, and the Theology of the Womb-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,MED-0409,meditation,2026-08-12,V,"08-12 at 16_30 — The Architect, the Blood, and the Blessing That Draws the Battle","08-12 at 16_30 — The Architect, the Blood, and the Blessing That Draws the Battle-Meditation.md","08-12 at 16_30 — The Architect, the Blood, and the Blessing That Draws the Battle-Meditation.md",,"Personal Space/memo/PLAUD Meditations/August/08-12 at 16_30 — The Architect, the Blood, and the Blessing That Draws the Battle-Meditation.md",ok
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,MED-0002,meditation,2026-02-20,I,"02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline","02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md","02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md","PLAUD-Meditations-Corpus/PLAUD Meditations/Feb/02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md","Personal Space/memo/PLAUD Meditations/Feb/02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md",ok
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,MED-0037,meditation,2026-03-25,I,"03-25 Reflection_Severe Mercy, Wilderness Formation, and Identity Discipleship","03-25 Reflection_Severe Mercy, Wilderness Formation, and Identity Discipleship.md","03-25 Reflection_Severe Mercy, Wilderness Formation, and Identity Discipleship.md",,"Personal Space/memo/PLAUD Meditations/March/03-25 Reflection_Severe Mercy, Wilderness Formation, and Identity Discipleship.md",ok
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,MED-0063,meditation,2026-04-06,I,"04-06 08_49 Personal Meditation_ The Interior Wilderness, the Living Word","04-06 08_49 Personal Meditation_ The Interior Wilderness, the Living Word.md","04-06 08_49 Personal Meditation_ The Interior Wilderness, the Living Word.md",,"Personal Space/memo/PLAUD Meditations/April/04-06 08_49 Personal Meditation_ The Interior Wilderness, the Living Word.md",ok
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,TAB-I,stone_tablet,,I,Stone Tablet I · Volume I · The Architecture of Formation,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,ok
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,EXT-SEMANTIC-WEAVING,external,,,The Semantic Weaving — Hidden Architecture,The Semantic Weaving — Hidden Architecture of the Stone Tablets.html,The Semantic Weaving — Hidden Architecture of the Stone Tablets.html,,Personal Space/memo/The Semantic Weaving — Hidden Architecture of the Stone Tablets.html,external
MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0098,meditation,2026-04-16,BRIDGE_I_II,"04-16 10_14 - Call Reflection_ Kingdom Economics, Mammon, and the Cross as Economic Subversion","04-16 10_14 - Call Reflection_ Kingdom Economics, Mammon, and the Cross as Economic Subversion-Public Spoken Word — PLAUD Note Prompt.md","04-16 10_14 - Call Reflection_ Kingdom Economics, Mammon, and the Cross as Economic Subversion.md",,"Personal Space/memo/PLAUD Meditations/April/04-16 10_14 - Call Reflection_ Kingdom Economics, Mammon, and the Cross as Economic Subversion-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0146,meditation,2026-05-15,II,"05-15 Call Reflection_ Intercession, Kingdom Economy, and Prophetic Calling","05-15 Call Reflection_ Intercession, Kingdom Economy, and Prophetic Calling-Public Spoken Word — PLAUD Note Prompt.md","05-15 Call Reflection_ Intercession, Kingdom Economy, and Prophetic Calling.md",,"Personal Space/memo/PLAUD Meditations/May/05-15 Call Reflection_ Intercession, Kingdom Economy, and Prophetic Calling-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0218,meditation,2026-06-15,V,"06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough","06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough-Public Spoken Word — PLAUD Note Prompt.md","06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough.md",,"Personal Space/memo/PLAUD Meditations/June/06-15 Call Reflection_ Faith, Providence, and the Inner Judas — Spiritual & Business Breakthrough-Public Spoken Word — PLAUD Note Prompt.md",ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0237,meditation,2026-06-18,V,06-18 at 12_23 — When God Killed the Ego and Business Came Alive,06-18 at 12_23 — When God Killed the Ego and Business Came Alive-Public Spoken Word — PLAUD Note Prompt.md,06-18 at 12_23 — When God Killed the Ego and Business Came Alive.md,,Personal Space/memo/PLAUD Meditations/June/06-18 at 12_23 — When God Killed the Ego and Business Came Alive-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0434,meditation,2026-08-26,VII,08-26 at 05_31 — Koinonia Takes Precedence,08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0440,meditation,2026-08-28,VII,08-28 at 16_56 — The Money on the Table and the Sober Word,08-28 at 16_56 — The Money on the Table and the Sober Word-Meditation.md,08-28 at 16_56 — The Money on the Table and the Sober Word-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-28 at 16_56 — The Money on the Table and the Sober Word-Meditation.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0005,meditation,2026-02-25,I,"02-25 Personal Meditation_ Divine Sovereignty, Grace, and the Mystery of Providence","02-25 Personal Meditation_ Divine Sovereignty, Grace, and the Mystery of Providence.md","02-25 Personal Meditation_ Divine Sovereignty, Grace, and the Mystery of Providence.md","PLAUD-Meditations-Corpus/PLAUD Meditations/Feb/02-25 Personal Meditation_ Divine Sovereignty, Grace, and the Mystery of Providence.md","Personal Space/memo/PLAUD Meditations/Feb/02-25 Personal Meditation_ Divine Sovereignty, Grace, and the Mystery of Providence.md",ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,,Personal Space/memo/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,,Personal Space/memo/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,TAB-I,stone_tablet,,I,Stone Tablet I · Volume I · The Architecture of Formation,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,PLAUD-Meditations-Corpus/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,Personal Space/memo/Stone Tablets/Stone Tablet I -- A Living Topology of Transformation -- Volume I -- Complete.md,ok
MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,EXT-MASTER-TIMELINE,external,,,Master Transformation Timeline,Master_Transformation_Timeline.md,Master_Transformation_Timeline.md,,Personal Space/memo/Master_Transformation_Timeline.md,external
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,EXT-CORPUS-MAP,external,,,PLAUD Meditations Corpus Map,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,,Personal Space/memo/PLAUD Meditations Corpus Map — How the Meditations Read Each Other.md,external
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0002,meditation,2026-02-20,I,"02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline","02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md","02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md","PLAUD-Meditations-Corpus/PLAUD Meditations/Feb/02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md","Personal Space/memo/PLAUD Meditations/Feb/02-20 Meditation_ Joseph, Paul, and Severe Mercy in Discipline-Summary.md",ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0031,meditation,2026-03-14,I,03-14 Personal Meditation_ Obedience in Hiddenness and Kingdom Fruitfulness Beyond Metrics,03-14 Personal Meditation_ Obedience in Hiddenness and Kingdom Fruitfulness Beyond Metrics-Summary.md,03-14 Personal Meditation_ Obedience in Hiddenness and Kingdom Fruitfulness Beyond Metrics-Summary.md,,Personal Space/memo/PLAUD Meditations/March/03-14 Personal Meditation_ Obedience in Hiddenness and Kingdom Fruitfulness Beyond Metrics-Summary.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,,unknown,,,Mar 29 · Alleyway No More,03-29 13_04 Personal Meditation_ Hidden in the Alleyway No More.md,03-29 13_04 Personal Meditation_ Hidden in the Alleyway No More.md,,Personal Space/memo/PLAUD Meditations/March/03-29 13_04 Personal Meditation_ Hidden in the Alleyway No More.md,unresolved
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0392,meditation,2026-07-28,V,07-28 at 22_31 — The Sacrament of Small Things,07-28 at 22_31 — The Sacrament of Small Things-Public Spoken Word — PLAUD Note Prompt.md,07-28 at 22_31 — The Sacrament of Small Things.md,,Personal Space/memo/PLAUD Meditations/July/07-28 at 22_31 — The Sacrament of Small Things-Public Spoken Word — PLAUD Note Prompt.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0421,meditation,2026-08-19,VII,08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure,08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md,08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-19 at 09_18 — Let Your Yes Be Yes_ Integrity Under Pressure-Meditation.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0419,meditation,2026-08-19,VII,08-19 at 04_51 — Let Your Yes Be Yes_ Integrity as the Currency of the Kingdom,08-19 at 04_51 — Let Your Yes Be Yes_ Integrity as the Currency of the Kingdom-Meditation.md,08-19 at 04_51 — Let Your Yes Be Yes_ Integrity as the Currency of the Kingdom-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-19 at 04_51 — Let Your Yes Be Yes_ Integrity as the Currency of the Kingdom-Meditation.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0026,meditation,2026-03-13,I,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-13 Meditation_ Abiding vs. Striving — Spiritual Formation in the Wilderness Season-Summary.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0027,meditation,2026-03-13,I,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,Personal Space/memo/PLAUD Meditations/March/03-13 Meditation_ Spiritual Liberation from Mammon — Designing a Kingdom-Centered Life-Summary.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0029,meditation,2026-03-13,I,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,,Personal Space/memo/PLAUD Meditations/March/03-13 Personal Meditation_ The Spirit of Perdition and Self-Betrayal in Christian Faith-Summary.md,ok
MED-0028,meditation,2026-03-13,I,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,PLAUD-Meditations-Corpus/PLAUD Meditations/March/03-13 Personal Meditation_ Faithfulness in Obscurity and Divine Preparation-Summary.md,MED-0434,meditation,2026-08-26,VII,08-26 at 05_31 — Koinonia Takes Precedence,08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,,Personal Space/memo/PLAUD Meditations/August/08-26 at 05_31 — Koinonia Takes Precedence-Meditation.md,ok
